Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
3353,Text,01/12/2004,"Letters to His Son, 1749
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3354,Text,01/12/2004,"Letters to His Son, 1750
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3355,Text,01/08/2002,"Letters to His Son, 1751
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3356,Text,01/12/2004,"Letters to His Son, 1752
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3357,Text,01/12/2004,"Letters to His Son, 1753-54
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3358,Text,01/12/2004,"Letters to His Son, 1756-58
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3359,Text,01/12/2004,"Letters to His Son, 1759-65
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3360,Text,01/12/2004,"Letters to His Son, 1766-71
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3361,Text,12/10/2004,"Letters to His Son, Complete
On the Fine Art of Becoming a Man of the World and a Gentleman",en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773",Conduct of life,BJ,
3434,Text,01/09/2002,The Koran (Al-Qur'an),en,"Rodwell, J. M. (John Medows), 1808-1900 [Translator]",Qur'an,BP,Harvard Classics; Islam
3458,Text,01/10/2002,"Science and Health, with Key to the Scriptures",en,"Eddy, Mary Baker, 1821-1910",Christian Science; Health -- Religious aspects -- Christian Science,BX,Christianity
3548,Text,01/11/2002,The Pharisee and the Publican,en,"Bunyan, John, 1628-1688",Pharisee and the publican (Parable) -- Early works to 1800,BR,
3613,Text,01/01/2003,Miscellaneous Pieces,en,"Bunyan, John, 1628-1688",Christianity,BR,Christianity
3614,Text,01/01/2003,An Exhortation to Peace and Unity,en,"Bunyan, John, 1628-1688",Christian life,BR,Christianity
3623,Text,01/01/2003,The Golden Bough: A Study of Magic and Religion,en,"Frazer, James George, 1854-1941",Religion; Magic; Superstition; Mythology,BL,Anthropology; Mythology; Paganism
3627,Text,01/01/2003,Life of Bunyan,en,"Hamilton, James, 1814-1867","Bunyan, John, 1628-1688",BX,
3743,Text,01/02/2003,The Writings of Thomas Paine — Volume 4 (1794-1796): The Age of Reason,en,"Paine, Thomas, 1737-1809; Conway, Moncure Daniel, 1832-1907 [Editor]",Philosophy and religion; Political science; Rationalism,BL; JC,Atheism; Banned Books from Anne Haight's list
3800,Text,01/02/2003,Ethics,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Ethics,B,Philosophy
4013,Text,01/05/2003,Das Buch Henoch,de,"Hoffmann, Andreas Gottlieb, 1796-1864 [Translator]",Apocryphal books (Old Testament) -- Commentaries,BS,DE Sachbuch
4052,Text,01/05/2003,"Address to the Inhabitants of the Colonies, established in New South Wales And Norfolk Island",en,"Johnson, Richard, 1755-1827","Speeches, addresses, etc.; Prisoners -- Australia; Sermons -- Australia -- 18th century",BV; DU,
4095,Text,01/05/2003,Plato and Platonism,en,"Pater, Walter, 1839-1894","Plato; Philosophy, Ancient",B,
4100,Text,01/05/2003,Όραμα και Μεταμόρφωση : Μια εισαγωγή στο Ευγενές Οκταπλό Μονοπάτι του Βούδδα,el,"Sangharakshita, Bhikshu, 1925-; Doikas, Spiros [Translator]","Sangharakshita, Bhikshu, 1925-; Religious life -- Buddhism",BQ,
4225,Text,01/07/2003,First and Last Things: A Confession of Faith and Rule of Life,en,"Wells, H. G. (Herbert George), 1866-1946",Conduct of life,BJ,
4254,Text,01/07/2003,Miscellanies Upon Various Subjects,en,"Aubrey, John, 1626-1697",Superstition; Occultism,BF,
4278,Text,01/07/2003,An Introduction to Yoga,en,"Besant, Annie, 1847-1933",Yoga,B,Hinduism
4280,Text,01/07/2003,The Critique of Pure Reason,en,"Kant, Immanuel, 1724-1804; Meiklejohn, J. M. D. (John Miller Dow), 1830-1902 [Translator]","Knowledge, Theory of; Causation; Reason; Philosophy, German",B,Philosophy
4283,Text,01/07/2003,Brazilian Sketches,en,"Ray, T. B. (T. Bronson), 1868-1934",Brazil -- Description and travel; Baptists -- Missions -- Brazil,BV,
4286,Text,01/07/2003,"Mastery of Self for Wealth, Power, Success",en,"Haddock, Frank C. (Frank Channing), 1853-1915",New Thought,BF,
4317,Text,01/08/2003,Prophetia Ionae,la,Anonymous,Bible -- Paraphrases -- Early works to 1800,BS,
4319,Text,01/08/2003,The Gospels in Four Part Harmony,en,"Clontz, J. (Jerry)","Bible. Gospels -- Harmonies, English",BS,
4320,Text,01/08/2003,An Enquiry Concerning the Principles of Morals,en,"Hume, David, 1711-1776",Ethics; Conduct of life,BJ,Philosophy
4323,Text,01/08/2003,The Heart-Cry of Jesus,en,"Rees, Byron J. (Byron Johnson), 1877-1920",Pilgrim Holiness Church -- Controversial literature; Sanctification,BT,
4363,Text,01/08/2003,Beyond Good and Evil,en,"Nietzsche, Friedrich Wilhelm, 1844-1900; Zimmern, Helen, 1846-1934 [Translator]","Ethics; Philosophy, German",B,Philosophy; Atheism
4391,Text,01/08/2003,Selections from the Principles of Philosophy,en,"Descartes, René, 1596-1650; Veitch, John, 1829-1894 [Translator]",Philosophy,B,Philosophy
4507,Text,01/10/2003,As a Man Thinketh,en,"Allen, James, 1864-1912",New Thought,BF,
4544,Text,01/10/2003,The Cell of Self-Knowledge : seven early English mystical treatises printed by Henry Pepwell in 1521,en,"Pepwell, Henry, -1540? [Compiler]; Gardner, Edmund G., 1869-1935 [Editor]","Devotional literature; Mysticism -- Great Britain; Mysticism -- History -- Middle Ages, 600-1500; Religious thought -- Middle Ages, 600-1500",BV,Christianity
4583,Text,01/10/2003,Dialogues Concerning Natural Religion,en,"Hume, David, 1711-1776",Natural theology -- Early works to 1800; Religion -- Early works to 1800,B,Philosophy; Paganism
4598,Text,01/10/2003,The Story of Creation as Told By Theology and By Science,en,"Ackland, T. S. (Thomas Suter), 1817-1892",Religion and science; Creation; Bible and science,BS; QH,
4602,Text,01/11/2003,"""The Kingdom of God Is Within You""
Christianity Not as a Mystic Religion but as a New Theory of Life",en,"Tolstoy, Leo, graf, 1828-1910; Garnett, Constance, 1861-1946 [Translator]","Christianity -- Controversial literature; Evil, Non-resistance to; Christianity -- Essence, genius, nature; Nonviolence -- Religious aspects -- Christianity; Government, Resistance to -- Religious aspects -- Christianity",BR,Anarchism
4611,Text,01/11/2003,Where No Fear Was: A Book About Fear,en,"Benson, Arthur Christopher, 1862-1925",Fear,BF,
4641,Text,01/11/2003,Starr King in California,en,"Simonds, William Day, 1855-1920","King, Thomas Starr, 1824-1864; California -- History -- Civil War, 1861-1865; Unitarians -- Biography",BX,
4662,Text,01/11/2003,"Narcissism Book of Quotes
A Selection of Quotes from the Collective Wisdom of over 12,000 Individual Discussions",en,"Vaknin, Samuel, 1961- [Editor]",Narcissism,BF,
4663,Text,01/11/2003,Malignant Self Love [Excerpts],en,"Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]",Narcissism,BF; RC,
4664,Text,01/11/2003,"Light, Life, and Love: Selections from the German Mystics of the Middle Ages",en,"Inge, William Ralph, 1860-1954","Mysticism -- Germany -- History -- Middle Ages, 600-1500 -- Sources",BV,Christianity; Germany
4701,Text,01/12/2003,The Ethics of the Dust,en,"Ruskin, John, 1819-1900",Conduct of life; Crystallography,BJ,
4705,Text,01/12/2003,A Treatise of Human Nature,en,"Hume, David, 1711-1776","Knowledge, Theory of",B,Philosophy
4722,Text,01/12/2003,An Essay Towards a New Theory of Vision,en,"Berkeley, George, 1685-1753",Vision -- Early works to 1800,B,
4723,Text,01/12/2003,A Treatise Concerning the Principles of Human Knowledge,en,"Berkeley, George, 1685-1753","Soul; Knowledge, Theory of; Idealism",B,Philosophy
4724,Text,01/12/2003,Three Dialogues Between Hylas and Philonous in Opposition to Sceptics and Atheists,en,"Berkeley, George, 1685-1753",Soul; Idealism,B,Harvard Classics; Philosophy
4738,Text,01/12/2003,Three Prayers and Sermons,en,"Swift, Jonathan, 1667-1745; Morley, Henry, 1822-1894 [Editor]","Church of England -- Sermons; Sermons, English -- 18th century; Obedience; Conscience; Trinity -- Early works to 1800",BV; PR,Christianity
4754,Text,01/12/2003,The Philosophy of Despair,en,"Jordan, David Starr, 1851-1931",Pessimism,BJ,Philosophy
4763,Text,01/12/2003,The Game of Logic,en,"Carroll, Lewis, 1832-1898","Logic, Symbolic and mathematical; Logic -- Juvenile literature",BC,Philosophy
4925,Text,01/01/2004,The Age of Fable,en,"Bulfinch, Thomas, 1796-1867",Mythology,BL,
4928,Text,01/01/2004,Bulfinch's Mythology,en,"Bulfinch, Thomas, 1796-1867","Mythology; Folklore -- Europe; Charlemagne, Emperor, 742-814 -- Romances -- Adaptations; Romances",BL,
4952,Text,01/01/2004,Life of John Coleridge Patteson : Missionary Bishop of the Melanesian Islands,en,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901","Patteson, John Coleridge, 1827-1871; Missions -- Melanesia",BV,
5068,Text,01/02/2004,On Being Human,en,"Wilson, Woodrow, 1856-1924",Conduct of life,BJ,
5078,Text,01/02/2004,When a Man Comes to Himself,en,"Wilson, Woodrow, 1856-1924",Conduct of life,BJ,
5116,Text,01/02/2004,Pragmatism: A New Name for Some Old Ways of Thinking,en,"James, William, 1842-1910",Pragmatism,B,
5117,Text,01/02/2004,The Meaning of Truth,en,"James, William, 1842-1910",Pragmatism; Truth; Reality,B,
5173,Text,01/02/2004,"The Religion of the Samurai
A Study of Zen Philosophy and Discipline in China and Japan",en,"Nukariya, Kaiten",Human beings -- Origin; Buddhism -- China; Buddhism -- Japan; China -- Religion; Japan -- Religion; Zen Buddhism,BQ,Philosophy; Buddhism
5246,Text,01/03/2004,Modern French Philosophy: a Study of the Development Since Comte,en,"Gunn, John Alexander, 1896-1975","Philosophy, French; Philosophy, Modern",B,Philosophy
5255,Text,01/03/2004,The Book of Good Manners; a Guide to Polite Usage for All Social Functions,en,"Green, Walter Cox, 1866-",Etiquette,BJ,Reference
5258,Text,01/03/2004,Ainsi Parlait Zarathoustra,fr,"Nietzsche, Friedrich Wilhelm, 1844-1900","Superman (Philosophical concept); Philosophy, German",B,"FR Philosophie, Religion et Morale"
5329,Text,01/03/2004,PoPHILO: Popular Philosophy,en,Dom,Aphorisms and apothegms,B,
5500,Text,01/04/2004,The Advancement of Learning,en,"Bacon, Francis, 1561-1626; Morley, Henry, 1822-1894 [Editor]","Logic -- Early works to 1800; Knowledge, Theory of -- Early works to 1800; Learning -- Philosophy -- Early works to 1800; Science -- Methodology -- Early works to 1800",B,Banned Books from Anne Haight's list
5608,Text,01/05/2004,Trial of the Witnesses of the Resurrection of Jesus,en,"Sherlock, Thomas, 1678-1761","Jesus Christ -- Resurrection; Woolston, Thomas, 1670-1733. Sixth discourse on the miracles of our Saviour; Deism -- Controversial literature",BT,
5621,Text,01/05/2004,Baron d'Holbach : a Study of Eighteenth Century Radicalism in France,en,"Cushing, Max Pearson, 1886-1951","Holbach, Paul Henri Thiry, baron d', 1723-1789; Philosophers -- France -- Biography; Radicalism -- France -- History -- 18th century; Philosophy, Modern -- 18th century",B,
5630,Text,01/05/2004,"The Story of ""Mormonism"" and The Philosophy of ""Mormonism""",en,"Talmage, James E. (James Edward), 1862-1933",Mormons; Mormon Church,BX,Christianity; Latter Day Saints
5641,Text,01/05/2004,"Man or Matter
Introduction to a Spiritual Understanding of Nature on the Basis of Goethe's Method of Training Observation and Thought",en,"Lehrs, Ernst, 1894-1979","Goethe, Johann Wolfgang von, 1749-1832; Anthroposophy; Cosmology",BP,
5651,Text,01/05/2004,Dreams and Dream Stories,en,"Kingsford, Anna Bonus, 1846-1888",Dreams,BF; PR,
5652,Text,01/05/2004,"Thoughts out of Season, Part I",en,"Nietzsche, Friedrich Wilhelm, 1844-1900; Ludovici, Anthony M. (Anthony Mario), 1882-1971 [Translator]","Wagner, Richard, 1813-1883; Philosophy, German; Strauss, David Friedrich, 1808-1874",B,
5656,Text,01/05/2004,The Gospel of John for Readers,en,Lightheart [Editor],Bible. John,BS,
5657,Text,01/05/2004,The Practice of the Presence of God,en,"Lawrence, of the Resurrection, Brother, 1611-1691",Christian life -- Catholic authors; Spiritual life -- Catholic Church,BX,
5681,Text,01/05/2004,"The Laws of Etiquette; Or, Short Rules and Reflections for Conduct in Society",en,Unknown,Etiquette,BJ,Reference
5682,Text,01/05/2004,Fundamental Principles of the Metaphysic of Morals,en,"Kant, Immanuel, 1724-1804; Abbott, Thomas Kingsmill, 1829-1913 [Translator]","Ethics; Philosophy, German",B,
5683,Text,01/05/2004,The Critique of Practical Reason,en,"Kant, Immanuel, 1724-1804; Abbott, Thomas Kingsmill, 1829-1913 [Translator]","Ethics; Philosophy, German; Practical reason",B,Banned Books from Anne Haight's list
5684,Text,01/05/2004,The Metaphysical Elements of Ethics,en,"Kant, Immanuel, 1724-1804; Abbott, Thomas Kingsmill, 1829-1913 [Translator]","Ethics; Philosophy, German",B,
5687,Text,01/05/2004,"The Water of Life, and Other Sermons",en,"Kingsley, Charles, 1819-1875","Church of England -- Sermons; Sermons, English -- 19th century",BX,Christianity
5717,Text,01/05/2004,Bergson and His Philosophy,en,"Gunn, John Alexander, 1896-1975","Bergson, Henri, 1859-1941",B,Philosophy
5734,Text,01/05/2004,"Life in the Grey Nunnery at Montreal
An Authentic Narrative of the Horrors, Mysteries, and Cruelties of Convent Life",en,"Richardson, Sarah J., 1835-","Richardson, Sarah J., 1835-; Convents -- Québec (Province) -- Montréal -- Biography; Ex-nuns -- Biography",BX,
5740,Text,22/10/2010,Tractatus Logico-Philosophicus,de; en,"Wittgenstein, Ludwig, 1889-1951; Russell, Bertrand, 1872-1970 [Contributor]; Ogden, C. K. (Charles Kay), 1889-1957 [Translator]","Logic, Symbolic and mathematical; Language and languages -- Philosophy",B,Philosophy; Mathematics; DE Sachbuch
5772,Text,01/05/2004,AE in the Irish Theosophist,en,"Russell, George William, 1867-1935",Theosophy,BP,
5775,Text,01/05/2004,Problems of Conduct: An Introductory Survey of Ethics,en,"Drake, Durant, 1878-1933",Ethics,BJ,
5827,Text,01/06/2004,The Problems of Philosophy,en,"Russell, Bertrand, 1872-1970","Knowledge, Theory of; Metaphysics; Philosophy -- Introductions",B,Philosophy
5831,Text,01/06/2004,The Riches of Bunyan: Selected from His Works,en,"Bunyan, John, 1628-1688; Chaplin, Jeremiah, 1813-1886 [Editor]","Theology, Doctrinal",BR,
5877,Text,01/06/2004,"Reina Valera New Testament of the Bible 1602, Book of Matthew",es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity
5878,Text,01/06/2004,Reina Valera New Testament of the Bible 1858,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity
5879,Text,01/06/2004,Reina Valera New Testament of the Bible 1862,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity
5880,Text,01/06/2004,Reina Valera New Testament of the Bible 1865,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity
5881,Text,01/06/2004,Reina Valera New Testament of the Bible 1909,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity
5954,Text,01/06/2004,Religious Reality: A Book for Men,en,"Rawlinson, A. E. J. (Alfred Edward John), 1884-1960","Theology, Doctrinal -- Popular works",BT,
6038,Text,01/07/2004,The Great Doctrines of the Bible,en,"Evans, William, 1870-1950","Bible -- Theology; Theology, Doctrinal -- Popular works",BT,
6046,Text,01/07/2004,Works of John Bunyan — Volume 01,en,"Bunyan, John, 1628-1688; Offor, George, 1787-1864 [Editor]","Bunyan, John, 1628-1688; Authors, English -- Early modern, 1500-1700 -- Biography; Christian literature, English -- History and criticism; Puritans -- England -- Biography; Christian literature, English",BR,
6047,Text,01/07/2004,Works of John Bunyan — Volume 02,en,"Bunyan, John, 1628-1688; Offor, George, 1787-1864 [Editor]","Bunyan, John, 1628-1688; Authors, English -- Early modern, 1500-1700 -- Biography; Christian literature, English -- History and criticism; Puritans -- England -- Biography; Christian literature, English",BR,
6048,Text,01/07/2004,Works of John Bunyan — Volume 03,en,"Bunyan, John, 1628-1688; Offor, George, 1787-1864 [Editor]","Bunyan, John, 1628-1688; Authors, English -- Early modern, 1500-1700 -- Biography; Christian literature, English -- History and criticism; Puritans -- England -- Biography; Christian literature, English",BR,
6049,Text,01/07/2004,Works of John Bunyan — Complete,en,"Bunyan, John, 1628-1688; Offor, George, 1787-1864 [Editor]","Bunyan, John, 1628-1688; Authors, English -- Early modern, 1500-1700 -- Biography; Christian literature, English -- History and criticism; Puritans -- England -- Biography; Christian literature, English",BR,
6092,Text,01/07/2004,The Fair Haven,en,"Butler, Samuel, 1835-1902; Streatfeild, R. A. (Richard Alexander), 1866-1919 [Contributor]","Christianity -- Controversial literature; Jesus Christ -- Miracles; Jesus Christ -- Person and offices; Jesus Christ -- Biography -- History and criticism; Strauss, David Friedrich, 1808-1874; Alford, Henry, 1810-1871",BT; PR,
