Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
17641,Text,30/01/2006,"La monadologie (1909)
avec étude et notes de Clodius Piat",fr,"Piat, Clodius, 1854-1918 [Annotator]; Leibniz, Gottfried Wilhelm, Freiherr von, 1646-1716",Philosophy; Monadology,B,"FR Philosophie, Religion et Morale"
17678,Text,05/02/2006,The Apology of the Church of England,en,"Jewel, John, 1522-1571; Morley, Henry, 1822-1894 [Editor]; Bacon, Ann, Lady, 1528-1610 [Translator]",Church of England -- Apologetic works; Anglican Communion -- Apologetic works,BX,Christianity
17734,Text,09/02/2006,Le positivisme anglais: Etude sur Stuart Mill,fr,"Taine, Hippolyte, 1828-1893","Mill, John Stuart, 1806-1873; Positivism",B,FR Littérature
17771,Text,16/02/2006,Winds Of Doctrine: Studies in Contemporary Opinion,en,"Santayana, George, 1863-1952","Philosophy, Modern",B,
17781,Text,17/02/2006,"The Golden Censer
Or, the duties of to-day, the hopes of the future",en,"McGovern, John, 1850-1917",Young men -- Conduct of life,BJ,
17802,Text,19/02/2006,"Myth and Science
An Essay",en,"Vignoli, Tito, 1828-1914","Psychology, Religious; Myth; Religion -- Philosophy",BL,
17815,Text,21/02/2006,Illusions: A Psychological Study,en,"Sully, James, 1842-1923",Hallucinations and illusions,BF,
17829,Text,22/02/2006,"The Trained Memory
Being the Fourth of a Series of Twelve Volumes on the
Applications of Psychology to the Problems of Personal and
Business Efficiency",en,"Hilton, Warren, 1874-1958","Psychology, Applied; Memory",BF,Psychology
17840,Text,23/02/2006,De la télépathie: Étude sur la transmission de la pensée,fr,"Hureau, Émile, 1877-1922",Telepathy,BF,FR Sciences et Techniques; FR Occultisme
17845,Text,24/02/2006,"Salem Witchcraft, Volumes I and II
With an Account of Salem Village and a History of Opinions on Witchcraft and Kindred Subjects",en,"Upham, Charles Wentworth, 1802-1875","Witchcraft -- Massachusetts -- Salem -- History -- 17th century; Salem (Mass.) -- History -- Colonial period, ca. 1600-1775",BF,Witchcraft
17859,Text,26/02/2006,Colloquium heptaplomeres de rerum sublimium arcanis abditis,la,"Bodin, Jean, 1530-1596",Religions; Religion -- Philosophy; Catholic Church -- Relations,B,
17897,Text,01/03/2006,"Summa Theologica, Part I-II (Pars Prima Secundae)
From the Complete American Edition",en,"Thomas, Aquinas, Saint, 1225?-1274","Theology, Doctrinal -- Early works to 1800; Catholic Church -- Doctrines -- Early works to 1800; God -- Omnipresence -- Early works to 1800; God -- Attributes -- Early works to 1800",BX,Christianity
17939,Text,06/03/2006,A Statement: On the Future of This Church,en,"Holmes, John Haynes, 1879-1964","Sermons, American; Unitarian churches -- Sermons",BX,
17956,Text,10/03/2006,"Recreation by Viscount Grey of Fallodon, K.G.",en,"Grey of Fallodon, Edward Grey, Viscount, 1862-1933",Amusements,BJ,
17974,Text,13/03/2006,"Filosofía Fundamental, Tomo III",es,"Balmes, Jaime Luciano, 1810-1848",Philosophy,B,
18001,Text,16/03/2006,"The American Missionary — Volume 49, No. 04, April, 1895",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
18017,Text,19/03/2006,Om viljans frihet: Ett föredrag,sv,"Schéele, Frans von, 1853-1931",Free will and determinism,B,
18039,Text,23/03/2006,"Manual of the Mother Church
The First Church of Christ Scientist in Boston, Massachusetts",en,"Eddy, Mary Baker, 1821-1910",Christian Science,BX,Christianity
18040,Text,23/03/2006,"""Thirty Years In Hell"" Or, ""From Darkness to Light""",en,"Fresenborg, Bernard, 1847-",Catholic Church -- Controversial literature; Catholic ex-priests; Anti-Catholicism,BX,
18041,Text,23/03/2006,"Celtic Religion
in Pre-Christian Times",en,"Anwyl, E. (Edward), 1866-1914","Celts -- Religion; Mythology, Celtic",BL,
18107,Text,02/04/2006,"American Lutheranism Vindicated; or, Examination of the Lutheran Symbols, on Certain Disputed Topics
Including a Reply to the Plea of Rev. W. J. Mann",en,"Schmucker, S. S. (Samuel Simon), 1799-1873","Lutheran Church -- Catechisms; Mann, W. J. (William Julius), 1819-1892. Plea for the Augsburg Confession; Augsburg Confession; Lutheran Church -- Controversial literature",BX,
18168,Text,14/04/2006,The Heavenly Father: Lectures on Modern Atheism,en,"Naville, Ernest, 1816-1909; Downton, Henry [Translator]",Atheism; God -- Proof,BT,
18170,Text,14/04/2006,"The Excellence of the Rosary
Conferences for Devotions in Honor of the Blessed Virgin",en,"Frings, Math Josef, 1819-1895",Rosary,BX,
18187,Text,17/04/2006,Hebrew Life and Times,en,"Hunting, Harold B. (Harold Bruce), 1879-1958",Bible. Old Testament -- Textbooks; Jews -- Social life and customs,BS,Judaism
18191,Text,17/04/2006,"Essays on the work entitled ""Supernatural Religion""",en,"Lightfoot, J. B. (Joseph Barber), 1828-1889","Apologetics -- History -- 19th century; Cassels, Walter Richard, 1826-1907. Supernatural religion; Fathers of the church",BL,
18194,Text,17/04/2006,The Life of Buddha and Its Lessons,en,"Olcott, Henry Steel, 1832-1907",Gautama Buddha,BQ,Buddhism
18222,Text,21/04/2006,"The Religion of Numa
And Other Essays on the Religion of Ancient Rome",en,"Carter, Jesse Benedict, 1872-1917","Rome -- Religion; Numa Pompilius, King of Rome, active 715 B.C.-673 B.C. -- Religion; Augustus, Emperor of Rome, 63 B.C.-14 A.D. -- Religion",BL,Paganism
18223,Text,21/04/2006,The Essence of Buddhism,en,"Arnold, Edwin, Sir, 1832-1904 [Author of introduction, etc.]; Bowden, Ernest M. [Compiler]",Buddhism,BQ,Buddhism
18233,Text,23/04/2006,"Animal Ghosts; Or, Animal Hauntings and the Hereafter",en,"O'Donnell, Elliott, 1872-1965",Animal ghosts; Extrasensory perception in animals,BF,Horror
18241,Text,24/04/2006,"Tea-Cup Reading and Fortune-Telling by Tea Leaves, by a Highland Seer",en,,Fortune-telling by tea leaves,BF,
18248,Text,24/04/2006,"Lucy Raymond; Or, The Children's Watchword",en,"Machar, Agnes Maule, 1837-1927",Children -- Religious life,BV; PZ,
18255,Text,25/04/2006,Versuch einer Kritik aller Offenbarung,de,"Fichte, Johann Gottlieb, 1762-1814",Christianity -- Controversial literature; Revelation; Atheism; Protestantism,B,DE Sachbuch
18266,Text,27/04/2006,Death—and After?,en,"Besant, Annie, 1847-1933",Theosophy; Death; Future life,BP,
18267,Text,27/04/2006,"We Philologists
Complete Works of Friedrich Nietzsche, Volume 8",en,"Nietzsche, Friedrich Wilhelm, 1844-1900; Levy, Oscar, 1867-1946 [Editor]; Kennedy, J. M. (John McFarland) [Translator]",Education; Classical philology,B,
18269,Text,27/04/2006,Pascal's Pensées,en,"Pascal, Blaise, 1623-1662; Eliot, T. S. (Thomas Stearns), 1888-1965 [Author of introduction, etc.]",Apologetics; Philosophy,B,Harvard Classics; Banned Books from Anne Haight's list
18270,Text,27/04/2006,Confession and Absolution,en,"Capel, T. J. (Thomas John), 1836-1911",Confession; Absolution,BX,
18283,Text,29/04/2006,Life of Father Hecker,en,"Elliott, Walter, 1842-1928","Hecker, Isaac Thomas, 1819-1888; Paulist Fathers -- United States -- Biography; Catholic Church -- United States -- History -- 19th century; Catholic converts -- United States -- Biography",BX,
18305,Text,04/05/2006,Keltische Mythen en Legenden,nl,"Rolleston, T. W. (Thomas William), 1857-1920; Goudsmit, Boudewijn Casper, 1849-1915 [Translator]","Celts -- Religion; Mythology, Celtic",BL; PB,
18316,Text,05/05/2006,Notable Women of Olden Time,en,Anonymous,Bible. Old Testament -- Biography; Women in the Bible,BS,
18329,Text,06/05/2006,"The National Preacher, Vol. 2. No. 6., Nov. 1827
Or Original Monthly Sermons from Living Ministers",en,"Patton, William, 1798-1879; Dickinson, Austin, 1791-1849 [Editor]",Sermons -- Periodicals,BV,Christianity; The National Preacher
18355,Text,08/05/2006,Insights and Heresies Pertaining to the Evolution of the Soul,en,"Ammyeetis, 1835-",Spiritual life -- Miscellanea,BF,
18369,Text,10/05/2006,"Westminster Sermons
with a Preface",en,"Kingsley, Charles, 1819-1875","Sermons, English -- 19th century",BX,Christianity
18377,Text,11/05/2006,The Arian Controversy,en,"Gwatkin, Henry Melvill, 1844-1916",Arianism,BT,
18378,Text,11/05/2006,Catholic Problems in Western Canada,en,"Daly, George Thomas, 1872-1956",Catholic Church -- Canada,BX,Canada; Christianity
18392,Text,15/05/2006,"Thoughts I Met on the Highway: Words of Friendly Cheer From ""The Life Books""",en,"Trine, Ralph Waldo, 1866-1958",New Thought,BF,
18394,Text,15/05/2006,Cheerfulness as a Life Power,en,"Marden, Orison Swett, 1848-1924",Cheerfulness,BJ,
18438,Text,23/05/2006,"Explanation of Catholic Morals
A Concise, Reasoned, and Popular Exposition of Catholic Morals",en,"Stapleton, John H. (John Henry), 1873-",Christian ethics -- Catholic authors,BJ,
18440,Text,23/05/2006,Logic: Deductive and Inductive,en,"Read, Carveth, 1848-1931",Logic,BC,Philosophy; Mathematics
18444,Text,24/05/2006,The Story of the Hymns and Tunes,en,"Brown, Theron, 1832-1914; Butterworth, Hezekiah, 1839-1905",Hymns -- History and criticism; Religious poetry,BV,Christianity
18474,Text,30/05/2006,"Piru: Historiallinen katsaus pirun alkuperään, elämään ja toimintaan",fi,"Kujala, Juho, 1878-1919",Devil,BF,
18480,Text,01/06/2006,"Boulogne-Sur-Mer
St. Patrick's Native Town",en,"Fleming, William, 1844-","Patrick, Saint, 373?-463?",BX,
18482,Text,01/06/2006,"The Most Ancient Lives of Saint Patrick
Including the Life by Jocelin, Hitherto Unpublished in America, and His Extant Writings",en,"O'Leary, James [Editor]","Patrick, Saint, 373?-463?",BX,
18486,Text,01/06/2006,Quiet Talks on Following the Christ,en,"Gordon, S. D. (Samuel Dickey), 1859-1936",Christian life; Devotional literature,BR,
18502,Text,04/06/2006,"The Annual Monitor for 1851
or, Obituary of the members of the Society of Friends in Great
Britain and Ireland, for the year 1850",en,Anonymous,Quakers -- Biography,BX,
18503,Text,05/06/2006,"Our Day
In the Light of Prophecy",en,"Spicer, William Ambrose, 1865-1952",Bible -- Prophecies,BS,
18507,Text,05/06/2006,Angelic Wisdom about Divine Providence,en,"Swedenborg, Emanuel, 1688-1772; Wunsch, William F. (William Frederic), 1882-1969 [Translator]",Providence and government of God -- Christianity,BX,
18513,Text,05/06/2006,"Jesus of Nazareth, A Biography, by John Mark",en,,Jesus Christ,BT,
18533,Text,07/06/2006,"The Child at Home: The Principles of Filial Duty, Familiarly Illustrated",en,"Abbott, John S. C. (John Stevens Cabot), 1805-1877",Children -- Conduct of life,BJ,
18539,Text,09/06/2006,Nature Mysticism,en,"Mercer, John Edward, 1857-1922",Mysticism; Philosophy of nature; Nature -- Religious aspects,BL,
18558,Text,11/06/2006,The Good Shepherd: A Life of Christ for Children,en,Anonymous,Jesus Christ -- Biography -- Juvenile literature,BT,
18564,Text,12/06/2006,The Religion of Ancient Rome,en,"Bailey, Cyril, 1871-1957","Rome -- Religion; Cults -- Rome; Numa Pompilius, King of Rome, active 715 B.C.-673 B.C. -- Religion",BL,Paganism
18569,Text,12/06/2006,Voltaire's Philosophical Dictionary,en,"Voltaire, 1694-1778",Philosophy -- Dictionaries,B,Banned Books from Anne Haight's list
18578,Text,13/06/2006,Our Unitarian Gospel,en,"Savage, Minot J. (Minot Judson), 1841-1918",Sermons; Unitarianism,BX,
18615,Text,17/06/2006,Hugh: Memoirs of a Brother,en,"Benson, Arthur Christopher, 1862-1925","Authors, English -- 20th century -- Biography; Benson, Robert Hugh, 1871-1914; Catholic Church -- Clergy -- Biography",BX; PR,
18675,Text,24/06/2006,"Modern Skepticism: A Journey Through the Land of Doubt and Back Again
A Life Story",en,"Barker, Joseph, 1806-1875","Barker, Joseph, 1806-1875; Methodist Church -- Clergy -- Biography; Skepticism",BX,
18701,Text,27/06/2006,Choice Readings for the Home Circle,en,"White, Ellen Gould Harmon, 1827-1915 [Compiler]",Devotional literature; Christian life -- Fiction,BV,
18711,Text,28/06/2006,Kreikkalaisia satuja: Kirjeissä Suleimalle,fi,"Calamnius, J. W. (Johan Wiktor), 1838-1891","Mythology, Greek",BL,
18712,Text,29/06/2006,"Levels of Living
Essays on Everyday Ideals",en,"Cope, Henry Frederick, 1870-1923",Conduct of life,BJ,
18729,Text,01/07/2006,Lourdes,en,"Benson, Robert Hugh, 1871-1914",Miracles; Lourdes (France),BT,Christianity
18755,Text,04/07/2006,"Summa Theologica, Part II-II (Secunda Secundae)
Translated by Fathers of the English Dominican Province",en,"Thomas, Aquinas, Saint, 1225?-1274","Theology, Doctrinal -- Early works to 1800; Catholic Church -- Doctrines -- Early works to 1800; God -- Omnipresence -- Early works to 1800; God -- Attributes -- Early works to 1800",BX,Christianity
18787,Text,08/07/2006,Life of St. Francis of Assisi,en,"Sabatier, Paul, 1858-1928; Houghton, Louise Seymour, 1838-1920 [Translator]","Christian saints -- Biography; Francis, of Assisi, Saint, 1182-1226",BX,
18819,Text,13/07/2006,"Hume
(English Men of Letters Series)",en,"Huxley, Thomas Henry, 1825-1895","Hume, David, 1711-1776; Philosophers, Modern -- England -- Biography",B,
18828,Text,15/06/2006,Selections From the Writings of the Báb,en,"Bab, `Ali Muhammad Shirazi, 1819-1850",Bahai Faith; Babism,BP,Bahá'í Faith
18830,Text,15/07/2006,"Mahal na Ejercicio ó Devocion nang Pitong Arao na Domingo
Na pinagcalooban nang santo papa nang indulgencia plenaria sa balang domingo",tl,"Puansen, Antonio Florentino [Translator]",Catholic Church -- Prayers and devotions -- Tagalog; Novenas,BX,
18930,Text,28/07/2006,"History Of The Missions Of The American Board Of Commissioners For Foreign Missions To The Oriental Churches, Volume I.",en,"Anderson, Rufus, 1796-1880",American Board of Commissioners for Foreign Missions; Missions -- Eastern churches,BV,Christianity
18956,Text,31/07/2006,"Autobiography and Letters of Orville Dewey, D.D.
Edited by His Daughter",en,"Dewey, Orville, 1794-1882; Dewey, Mary Elizabeth, 1821-1910 [Editor]","Dewey, Orville, 1794-1882",BX,
19003,Text,07/08/2006,A Candid Examination of Theism,en,"Romanes, George John, 1848-1894",Theism,BL,
19051,Text,15/08/2006,Modern Religious Cults and Movements,en,"Atkins, Gaius Glenn, 1868-1956",Religion; Christian Science; New Thought; Spiritual healing,BL,
19082,Text,19/08/2006,The Destiny of the Soul: A Critical History of the Doctrine of a Future Life,en,"Alger, William Rounseville, 1822-1905",Future life -- Christianity -- History of doctrines; Future life -- Christianity -- Bibliography,BT,
19087,Text,20/08/2006,The King Nobody Wanted,en,"Langford, Norman F., 1914-; Lear, John [Illustrator]",Jesus Christ -- Biography -- Juvenile literature,BT,
19100,Text,22/08/2006,"The Covenants And The Covenanters
Covenants, Sermons, and Documents of the Covenanted Reformation",en,"Kerr, James, 1847-1905 [Author of introduction, etc.]",Covenanters -- Scotland -- History -- Sources; Presbyterian Church -- Scotland -- History -- Sources,BX,Christianity
19119,Text,25/08/2006,"Cerberus, The Dog of Hades
The History of an Idea",en,"Bloomfield, Maurice, 1855-1928",Cerberus (Greek mythology),BL,
19134,Text,28/08/2006,The Empire of Love,en,"Dawson, W. J. (William James), 1854-1928",Love -- Religious aspects -- Christianity,BV,
19153,Text,31/08/2006,"A New System; or, an Analysis of Antient Mythology. Volume I.",en,"Bryant, Jacob, 1715-1804","History, Ancient; Mythology",BL,
19185,Text,05/09/2006,"Santa Teresa: An Appreciation
With Some of the Best Passages of the Saint's Writings",en,"Teresa, of Avila, Saint, 1515-1582; Whyte, Alexander, 1836-1921","Teresa, of Avila, Saint, 1515-1582",BX,
19190,Text,06/09/2006,Men Called Him Master,en,"Smith, Elwyn A. (Elwyn Allen), 1919-",Jesus Christ -- Biography -- Juvenile literature,BT,
19193,Text,06/09/2006,Making the Most of Life,en,"Miller, J. R. (James Russell), 1840-1912",Christian life,BV,
19210,Text,08/09/2006,"Faidoni
Platonin keskustelma Sokrateen viimeisistä hetkistä ja
sielun kuolemattomuudesta",fi,"Plato, 427? BCE-347? BCE; Calamnius, J. W. (Johan Wiktor), 1838-1891 [Translator]",Immortality (Philosophy) -- Early works to 1800,B; PA,
19232,Text,10/09/2006,De l'influence des passions sur le bonheur des individus et des nations,fr,"Staël, Madame de (Anne-Louise-Germaine), 1766-1817",Emotions; Character,BF,"FR Philosophie, Religion et Morale"
19236,Text,12/09/2006,Japan Will Turn Ablaze!,en,"Sims, Barbara R. (Barbara Rutledge), 1918-2002 [Editor]","Alexander, Agnes B. (Agnes Baldwin), 1875-1970; Augur, George Jacob, 1853-1927; Yamamoto, Kanichi, 1879-1961; Bahais -- Japan; Bahais -- United States",BP,
19237,Text,12/09/2006,The Secret of Divine Civilization,en,"`Abdu'l-Bahá, 1844-1921",Civilization; Bahai Faith; Iran,BP,Bahá'í Faith
19238,Text,12/09/2006,Foundations of World Unity,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19239,Text,12/09/2006,Bahá'í World Faith,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19240,Text,12/09/2006,"Bahá'í Prayers
A Selection of Prayers Revealed by Bahá'u'lláh, the Báb, and ‘Abdu'l-Bahá",en,"`Abdu'l-Bahá, 1844-1921; Bab, `Ali Muhammad Shirazi, 1819-1850; Bahá'u'lláh, 1817-1892",Bahai Faith -- Prayers and devotions,BP,Bahá'í Faith
19241,Text,15/09/2006,Bahá'u'lláh and the New Era,en,"Esslemont, J. E. (John Ebenezer), 1874-1925","Bahai Faith; Bahá'u'lláh, 1817-1892",BP,
19242,Text,15/09/2006,Bahíyyih Khánum,en,"Baha'i World Centre; `Abdu'l-Bahá, 1844-1921 [Contributor]; Bahá'u'lláh, 1817-1892 [Contributor]; Bahíyyih, Khánum [Contributor]; Shoghi, Effendi, 1897-1957 [Contributor]","Bahai Faith; Bahíyyih, Khánum; Bahíyyih, Khánum -- Correspondence",BP,
19243,Text,15/09/2006,The Advent of Divine Justice,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- North America",BP,Bahá'í Faith
19244,Text,15/09/2006,The Light of Divine Guidance (Volume 1),en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Germany; Bahai Faith -- Austria",BP,
19245,Text,15/09/2006,The Light of Divine Guidance (Volume 2),en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Germany; Bahai Faith -- Austria",BP,
19250,Text,15/09/2006,`Abdu'l-Bahá in London,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith -- Doctrines,BP,Bahá'í Faith
19251,Text,15/09/2006,Arohanui: Letters from Shoghi Effendi to New Zealand,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- New Zealand",BP,New Zealand
19252,Text,15/09/2006,Bahá'í Administration,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Government",BP,Bahá'í Faith
19253,Text,15/09/2006,A Compilation on Bahá'í Education,en,"Universal House of Justice; `Abdu'l-Bahá, 1844-1921 [Contributor]; Bahá'u'lláh, 1817-1892 [Contributor]; Shoghi, Effendi, 1897-1957 [Contributor]",Bahai Faith; Bahai education of children,BP,
19254,Text,16/09/2006,Citadel of Faith,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- North America",BP,Bahá'í Faith
19267,Text,15/09/2006,Century of Light,en,Bahá'í International Community,Bahai Faith -- History -- 20th century,BP,
19268,Text,16/09/2006,Compilation on Peace,en,"Universal House of Justice; `Abdu'l-Bahá, 1844-1921 [Contributor]; Bahá'u'lláh, 1817-1892 [Contributor]; Shoghi, Effendi, 1897-1957 [Contributor]",Bahai Faith -- Doctrines; Peace -- Religious aspects -- Bahai Faith,BP,
19269,Text,16/09/2006,A Compilaton on Women,en,"Universal House of Justice; `Abdu'l-Bahá, 1844-1921 [Contributor]; Bahá'u'lláh, 1817-1892 [Contributor]; Shoghi, Effendi, 1897-1957 [Contributor]",Bahai Faith; Women in the Bahai Faith; Women -- Religious aspects,BP,
19270,Text,16/09/2006,Directives from the Guardian,en,"Shoghi, Effendi, 1897-1957",Bahai Faith,BP,Bahá'í Faith
19271,Text,16/09/2006,Dawn of a New Day,en,"Shoghi, Effendi, 1897-1957",Bahai Faith,BP,Bahá'í Faith
19274,Text,17/09/2006,Letters from the Guardian to Australia and New Zealand,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Australia; Bahai Faith -- New Zealand",BP,Australia; New Zealand
19275,Text,17/09/2006,God Passes By,en,"Shoghi, Effendi, 1897-1957",Bahai Faith -- History,BP,Bahá'í Faith
19276,Text,17/09/2006,High Endeavours: Messages to Alaska,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Alaska",BP,
19277,Text,17/09/2006,"Messages to America
Selected Letters and Cablegrams Addressed to the Bahá'í's of North America 1932–1946",en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- North America",BP,
19278,Text,17/09/2006,Messages to Canada,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Canada",BP,
19279,Text,17/09/2006,Memorials of the Faithful,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith; Bahais -- Biography,BP,Bahá'í Faith
19280,Text,17/09/2006,Messages to the Bahá'í World: 1950–1957,en,"Shoghi, Effendi, 1897-1957","Bahai Faith; Shoghi, Effendi, 1897-1957 -- Correspondence",BP,
19281,Text,17/09/2006,One Common Faith,en,Bahá'í International Community,Bahai Faith -- Doctrines; Bahai Faith -- Relations; Religions -- Relations,BP,
19282,Text,17/09/2006,The Promised Day Is Come,en,"Shoghi, Effendi, 1897-1957","Kings and rulers; Bahai Faith; Shoghi, Effendi, 1897-1957 -- Correspondence",BP,Bahá'í Faith
19283,Text,18/09/2006,The Prosperity of Humankind,en,Bahá'í International Community,Bahai Faith -- Doctrines; Peace -- Religious aspects -- Bahai Faith,BP,
19284,Text,18/09/2006,Paris Talks,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19285,Text,18/09/2006,The Promulgation of Universal Peace,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith; Peace -- Religious aspects -- Bahai Faith,BP,Bahá'í Faith
19286,Text,18/09/2006,The Promise of World Peace,en,Universal House of Justice,Bahai Faith -- Doctrines; Peace -- Religious aspects -- Bahai Faith,BP,
19287,Text,18/06/2006,Selections from the Writings of `Abdu'l-Bahá,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19289,Text,18/09/2006,Some Answered Questions,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith -- Doctrines,BP,Bahá'í Faith
19290,Text,18/09/2006,Statement on Bahá'u'lláh,en,Bahá'í International Community,"Bahai Faith; Bahá'u'lláh, 1817-1892",BP,
19291,Text,18/09/2006,Extracts from the Writings of Bahá'u'lláh and `Abdu'l-Bahá and from the Letters of Shoghi Effendi and the Universal House of Justice on Scholarship,en,Universal House of Justice,Bahai Faith,BP,
19292,Text,18/09/2006,`Abdu'l-Bahá's Tablet to Dr. Forel,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19296,Text,18/09/2006,Tablets of the Divine Plan,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19297,Text,18/09/2006,The Unfolding Destiny of the British Bahá'í Community : the Messages from the Guardian of the Bahá'í Faith to the Bahá'ís of the British Isles,en,"Shoghi, Effendi, 1897-1957","Shoghi, Effendi, 1897-1957 -- Correspondence; Bahai Faith -- Great Britain -- History -- Sources",BP,
19298,Text,18/09/2006,The World Order of Bahá'u'lláh,en,"Shoghi, Effendi, 1897-1957","Bahai Faith; Shoghi, Effendi, 1897-1957 -- Correspondence",BP,Bahá'í Faith
19299,Text,18/09/2006,The Will And Testament of ‘Abdu'l-Bahá,en,"`Abdu'l-Bahá, 1844-1921","Bahai Faith; `Abdu'l-Bahá, 1844-1921",BP,Bahá'í Faith
19300,Text,18/09/2006,A Traveler's Narrative Written to Illustrate the Episode of the Báb,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith; Babism,BP,Bahá'í Faith
19308,Text,17/09/2006,"Pioneers and Founders
or, Recent Workers in the Mission field",en,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",Missionaries,BV,
19312,Text,20/09/2006,Tablets of Abdul-Baha Abbas,en,"`Abdu'l-Bahá, 1844-1921",Bahai Faith,BP,Bahá'í Faith
19321,Text,18/09/2006,Evolution: An Investigation and a Critique,en,"Graebner, Theodore, 1876-1950",Religion and science; Evolution,BL; QH,Biology
19322,Text,18/09/2006,The Antichrist,en,"Nietzsche, Friedrich Wilhelm, 1844-1900; Mencken, H. L. (Henry Louis), 1880-1956 [Translator]",Christianity -- Controversial literature,B,Philosophy
19342,Text,20/09/2006,"Complete Hypnotism, Mesmerism, Mind-Reading and Spiritualism
How to Hypnotize: Being an Exhaustive and Practical System of Method, Application, and Use",en,"Alpheus, A.",Spiritualism; Hypnotism; Telepathy; Mesmerism,BF,
19365,Text,24/09/2006,Everlasting Pearl: One of China's Women,en,"Johannsen, Anna Magdalena; Sloan, Walter B. [Author of introduction, etc.]",Women -- China -- Biography; Missions -- China,BV,
19376,Text,25/09/2006,Mrs. Piper & the Society for Psychical Research,en,"Sage, Michael, 1863-1931","Spiritualism; Piper, Leonora, 1859-1950; Parapsychology -- Investigation -- Great Britain; Mediums -- Practice -- Great Britain",BF,
19377,Text,25/09/2006,A Brief Account of the Rise and Progress of the People Called Quakers,en,"Penn, William, 1644-1718",Society of Friends,BX,Christianity
19397,Text,28/09/2006,History of Rationalism Embracing a Survey of the Present State of Protestant Theology,en,"Hurst, J. F. (John Fletcher), 1834-1903",Protestantism; Rationalism -- History,BL,
19422,Text,01/10/2006,The Organization of the Congregation in the Early Lutheran Churches in America,en,"Schmucker, B. M. (Beale Melanchthon), 1827-1888",Lutheran Church -- United States -- History,BX,
19432,Text,02/10/2006,Heart and Soul by Maveric Post,en,"Mapes, Victor, 1870-1943",Character; Child rearing; Moral education,BJ,
19482,Text,06/10/2006,"The Ancient Banner
Or, Brief Sketches of Persons and Scenes in the Early History of Friends",en,Anonymous,Society of Friends -- History -- Poetry,BX; PS,
19549,Text,16/10/2006,"The Mind of the Child, Part II
The Development of the Intellect, International Education
Series Edited By William T. Harris, Volume IX.",en,"Preyer, William T., 1841-1897; Brown, Henry W. [Translator]",Child development; Child psychology,BF; LB,Psychology
19566,Text,17/10/2006,"Fables of Infidelity and Facts of Faith
Being an Examination of the Evidences of Infidelity",en,"Patterson, Robert, 1829-1885",Religion and science; Pantheism; Apologetics -- History -- 19th century; Atheism -- Controversial literature; Rationalism -- Controversial literature,BT,
19567,Text,17/10/2006,No Refuge but in Truth,en,"Smith, Goldwin, 1823-1910",Christianity,BR,
19568,Text,17/10/2006,The Religious Situation,en,"Smith, Goldwin, 1823-1910",Christianity -- 20th century,BR,
19572,Sound,20/10/2006,Absolute Surrender and Other Addresses,en,"Murray, Andrew, 1828-1917",Christian life,BV,
19584,Text,18/10/2006,"A New System; or, an Analysis of Antient Mythology. Volume II. (of VI.)",en,"Bryant, Jacob, 1715-1804","History, Ancient; Mythology",BL,
19597,Text,21/10/2006,"National Character
A Thanksgiving Discourse Delivered November 15th, 1855,
in the Franklin Street Presbyterian Church",en,"Burt, Nathaniel Clark, 1825-1874",Nationalism; Thanksgiving Day sermons,BV,
